name;artist;duration;url;original_url;image;game;amountOfDancers;difficulty;sinceVersion
Juice (Yummy Version);Lizzo;3:25;https://youtu.be/Cs6Yum1c1Pg;null;juice_yummy_version;2021;3;2;12
Jump;Kriss Kross;3:00;https://youtu.be/2cNAPbqjIFQ?t=18;https://youtu.be/tT7UdfviJvU?t=18;jump;2;2;2;10
Jungle Boogie;Kool & the Gang;3:00;https://youtu.be/6x7r4KLwKew?t=22;https://youtu.be/nLfZ8um5fAU?t=22;jungle_boogie;2;1;2;11
Just Dance;Lady Gaga;3:56;https://youtu.be/FI-F7EfQ1Qsv=mfqHc5fvJok&?t=7s;https://www.youtube.com/watch?v=mfqHc5fvJok&t=7s;just_dance;2014;1;2;7
Just Got Paid;Sigala, Ella Eyre, Meghan Trainor ft. French Montana ;3:32;https://youtu.be/JgMxkxPYFyc?t=23;https://youtu.be/SHIL6F4fz_Y?t=23;just_got_paid;fanmade;1;3;7
Just Mario;Koji Kondo;3:13;https://youtu.be/pYoOiF2fyp0?t=5;https://youtu.be/RxwziZzFef4?t=5;just_mario;wii;1;2;11
Just an Illusion;Equinox Stars;3:28;https://youtu.be/I_aEz6Om4bI;null;just_an_illusion;2020;2;2;12
Just the way you are;BRUNO MARS;3:30;https://youtu.be/ku7c5Jq81ls?t=8;https://youtu.be/oibMicSxMVQ?t=8;just_the_way_you_are;ksw;1;2;11
Kashyyyk;Kinect Star Wars;4:40;https://youtu.be/WYBDQ-yYStU;null;kashyyyk;other;1;3;12
Keep In Touch;JD McCrary;3:18;https://youtu.be/yC5v09J9MN4;null;keep_in_touch;2020;1;2;12
Kick It;NCT 127;3:31;https://youtu.be/zo5wOdZWxXY?t=23;https://youtu.be/otZUfAnm5hU?t=23;kick_it;2021;4;3;10
Kick It (extreme);NCT 127;3:30;https://youtu.be/09qFoFMuQL0?t=10;https://youtu.be/dgRPSe_ww_Y?t=10;kick_it_extreme;2021;1;4;10
Kill Bill;SZA;2:30;https://youtu.be/XCfK83rTVeE?t=13;https://youtu.be/aJM32zrklts?t=13;kill_bill;2024;1;2;11
Kill This Love;BLACKPINK;3:00;https://youtu.be/1YnCuF6FFxU;https://youtu.be/ZJDGYFhyOm0&start=23;kill_this_love;2020;4;3;4
Kill This Love (Extreme);Blackpink;3:09;https://youtu.be/5M9YO4P_mX8?t=5;https://youtu.be/NaCN2YdmVcY?t=5;kill_this_love_extreme;2020;1;4;11
Kings & Queens;Ava Max;2:33;https://youtu.be/K14ZxHg4wMc?t=21;https://youtu.be/jsdmCmwtKvs?t=21;kings_&_queens;fanmade;1;2;5
Kiss Me More;Doja Cat , SZA;3:32;https://youtu.be/JzNFxofLzw4;null;kiss_me_more;2022;2;2;12
Kissing Strangers (Charleston Version);DNCE ft. Nicki Minaj;3:12;https://youtu.be/sWPc0Sn2DRgv=Amu9tVa6ljE;https://www.youtube.com/watch?v=Amu9tVa6ljE;kissing_strangers;2018;2;3;9
Know No Better;Major Lazer;3:14;https://youtu.be/ge1bULSXS7A?t=12;https://youtu.be/autf3UCf38E?t=12;know_no_better;fanmade;1;2;10
Koi;Gen Hoshino;4:07;https://youtu.be/dc7_C2wcroc?t=12;https://youtu.be/BkFA7RE_BHE?t=12;koi;2022;3;3;9
Kulikitaka;Toño Rosario;2:52;https://youtu.be/uXzEZ35cKRcv=R7duVH5s04I;https://www.youtube.com/watch?v=R7duVH5s04I;kulikitaka;2021;1;1;10
Kung Fu Fighting;Carl Douglas;3:06;https://youtu.be/BnC_Md9fqaU?t=17;https://youtu.be/3blcf82Ck8A?t=17;kung_fu_fighting;2;2;2;11
Lacrimosa;Apashe;3:48;https://youtu.be/NHgAdpU-lTo;null;lacrimosa;2021;1;2;12
Last Friday Night;Last Friday Night;3:36;https://youtu.be/0VLuieW5JZAv=Mplmz-iYH1Q;https://www.youtube.com/watch?v=Mplmz-iYH1Q;last_friday_night;2022;1;1;7
Last Night;Diddy feat. Keyshia Cole ;2:25;https://youtu.be/lzN1uUIx-xw;null;last_night;china_or_smth_idk;1;1;12
Le Freak ;Chick ;3:38;https://youtu.be/mBsvjmrC83U;null;le_freak;1;1;1;12
Lean On;Major Lazer & DJ Snake ft. MØ;2:50;https://youtu.be/4CczU0JBhs4;https://youtu.be/DmdWbGtVwJg;lean_on;2017;4;2;8
Leave Me Alone;Michael Jackson;4:43;https://youtu.be/utgiBJ57mNM?t=14;null;leave_me_alone;mje;1;2;11
Let It Go (Sing Along);Idina Menzel;3:30;https://youtu.be/h0uuJxoIrhk?t=9;https://youtu.be/lQDRQ3ZGFWY?t=9;let_it_go_sing_along;2015;1;1;11
Let Me Love You;DJ Snake ft. Justin Bieber;3:28;https://youtu.be/eutcWJ2zPpU?t=17;https://youtu.be/WutYUUTl7L8?t=17;let_me_love_you;2017;2;2;11
Let’s Groove;Earth, Wind & Fire;3:05;https://youtu.be/ffForH-dOkc?t=6;https://youtu.be/Xo4fUK3GHFs?t=6;lets_groove;2016;3;2;10
Level Up;Ciara;3:17;https://youtu.be/yS0yfVlkjqQ?t=9;https://youtu.be/3Nfo7Tzrh_M?t=9;level_up;2022;3;2;11
Levitating;Dua Lipa;3:08;https://youtu.be/wGUqHfIajEM?t=14;https://youtu.be/ZUL5-mYg_us?t=14;levitating;2022;1;1;10
Levitating (extreme);Dua Lipa;3:15;https://youtu.be/LjnT7YhgDE8?t=28;https://youtu.be/z2V3EHgNy78?t=28;levitating_extreme;2022;1;4;9
Lights;Ellie Goulding;3:13;https://youtu.be/Zmi7kVbR4XIv=SizfEIfbfRA&?t=7s;https://www.youtube.com/watch?v=SizfEIfbfRA&t=7s;lights;2016;1;2;6
Like Whoa;Aly & AJ;2:36;https://youtu.be/LXZ_fROUjJ8?t=20;https://youtu.be/9uAdejob_oY?t=20;like_whoa;sendhelp;1;1;11
Limbo;Daddy Yankee;3:29;https://youtu.be/oLOtQ2-s_6Yv=zSKJrevtY0c;https://www.youtube.com/watch?v=zSKJrevtY0c;limbo;2014;2;3;10
Little Swing;AronChupa ft. Little Sis Nora;2:33;https://youtu.be/kTqIkpL7fY4?t=19;https://youtu.be/__vYzVY_E0A?t=19;little_swing;2017;2;2;10
Livin’ La Vida Loca;Ricky Martin;3:39;https://youtu.be/PXz4VxAUwYs?t=10;https://youtu.be/JcPxDuVnfWc?t=10;livin_la_vida_loca;4;1;3;4
Locked Out of Heaven;Bruno Mars;3:48;https://youtu.be/ss4Y_cVjLNQ?t=19;https://youtu.be/mF3uPAH3bEQ?t=19;locked_out_of_heaven;2023;1;2;10
Lollipop;Mika;3:08;https://youtu.be/15brBOyKhd0;null;lollipop;3;1;1;12
Lollipop;Lil Wayne ft. Static Major;4:59;https://youtu.be/LVLk3xG8wkU;null;lollipop_dc;other;1;2;12
Love Boat;Jack Jones;2:47;https://youtu.be/yNPUziVTXiIv=Krjc3jZW634;https://www.youtube.com/watch?v=Krjc3jZW634;love_boat;2014;1;1;10
Love Me Land;Zara Larsson;2:31;https://youtu.be/gTVY1qLrC1o?t=13;https://youtu.be/Qp0G2KkW_jE?t=13;love_me_land;2023;1;4;9
Love Revolution 21;Morning Musume;4:28;https://youtu.be/rdBNk8xjK2U?t=29;https://youtu.be/JF6ZqB2apME?t=29;love_revolution;wii;2;3;11
Love Story;Taylor Swift;3:37;https://youtu.be/sadoRLfdZMA?t=20;https://youtu.be/HRTJUNZJZrg?t=20;love_story;2022;2;1;9
Love Ward;Hatsune Miku;3:28;https://youtu.be/oC8finz9zg0;null;love_ward;2018;3;3;12
Love You Like A Love Song;Selena Gomez & The Scene;3:10;https://youtu.be/YFGEajF0Pnw?t=17;https://youtu.be/51iKPE9NhBs?t=17;love_you_like_a_love_song;4;1;1;0
Love me again;John Newman;3:30;https://youtu.be/md8pcUAMIgMv=qIVtUOxWDdQ;https://www.youtube.com/watch?v=qIVtUOxWDdQ;love_me_again;2015;1;2;0
Lovers Again;EXILE;4:43;https://youtu.be/u51bR9mHfdQ;null;lovers_again;wii2;1;3;12
Lump;The Presidents of the United States of America;2:10;https://youtu.be/aVGh9IumWPg?t=18;https://youtu.be/0o45QVpe19M?t=18;lump;1;1;1;9
Lunchbox Friends;Melanie Martinez;2:38;https://youtu.be/dmFoGlEmAos?t=31;https://youtu.be/Jtav7pA8N_g?t=31;lunchbox_friends;fanmade;1;2;10
Lush Life;Zara Larsson;3:18;https://youtu.be/U3mxfapY7Z8?t=23;https://youtu.be/2ZWN-x8CwLA?t=23;lush_life;unlimited;1;1;11
MA ITŪ;Stella Mwangi;3:00;https://youtu.be/rOdWXQZBFsY;null;ma_itu;2020;1;3;12
MI MI MI;SEREBRO;3:06;https://youtu.be/0RrQ9n0QIkov=8c4iKz6pdf8;https://www.youtube.com/watch?v=8c4iKz6pdf8;mi_mi_mi;2019;2;1;11
MONEY;LISA;2:40;https://youtu.be/KxTU0zTj0mw?t=26;https://youtu.be/U43h6X5Fods?t=26;money;fanmade;1;4;9
MONTERO (Call Me By Your Name);Lil Nas X;2:49;https://youtu.be/q0lGMqzQomY?t=26;https://youtu.be/p-t8R4_ipXc?t=26;call_me_by_your_name;fanmade;1;3;9
Macarena;Los Del Rio;2:42;https://youtu.be/hT-1OJOv_Sc?t=39;https://youtu.be/ItpiDFhb-QA?t=39;macarena;2015;4;1;8
Mad Love;Sean, David, Becky G;3:21;https://youtu.be/HA3HnUvsAg4;null;mad_love;2019;1;4;12
Magic;Kylie Minogue;4:04;https://youtu.be/0qVEn11vR78?t=18;https://youtu.be/Ig5zh-a5HHU?t=18;magic;2023;1;2;9
Make The Party (Don’t Stop);Bunny Beatz ft. Liquid;3:21;https://youtu.be/yncl0bMr5s0?t=14;https://youtu.be/Kb9Fh7JJ2Ps?t=14;make_the_party;4;1;2;9
Make it Jingle;Big Freedia;2:58;https://youtu.be/fIv-YJM62eQ?t=12;https://youtu.be/ETVdSfgXlw0?t=12;make_it_jingle;2018;1;1;11
Makeba;Jain;3:46;https://youtu.be/qnT9aRizUn4;null;makeba;2024;3;2;12
Mambo No. 5;Lou Bega;3:18;https://youtu.be/KyRlHdUkbqM?t=7;https://youtu.be/0GQ9BFufIxU?t=7;mambo_no_5;2;2;2;9
Maneater;Nelly Furtado;3:37;https://youtu.be/Q8Up8PtRdHc?t=28;https://youtu.be/c5YnxuudmO4?t=28;maneater;4;1;2;9
Maniac;Michael Sembello;3:31;https://youtu.be/P3yPDOIUmxs?t=13;https://youtu.be/7SQl6Eynolk?t=13;maniac;2;1;1;9
Maps;Maroon 5;3:18;https://youtu.be/6w0IZBsh_ckv=7-X1YuZ2Plg&?t=17s;https://www.youtube.com/watch?v=7-X1YuZ2Plg&t=17s;maps;2015;1;2;7
Maria;Ricky Martin;4:05;https://youtu.be/oBjHOMUbV7c;null;maria;2014;1;3;12
Mas Que Nada ;Sergio Mendes ft. The Black Eyed Peas;3:39;https://youtu.be/fwE9zLoqqfg;null;mas_que_nada;4;1;2;12
Matsuribayashi de Geragerapō;King Cream Soda;2:25;https://youtu.be/bTY254HVlGY?t=16;https://youtu.be/EFSvDvlyHxc?t=16;matsuribayashi_de_geragerapo;ykwd;1;2;10
Mayores;Becky G ft. Bad Bunny;3:16;https://youtu.be/O_UVwMH-ktY?t=19;https://youtu.be/9Z5zytyNu6A?t=19;mayores;2019;1;2;10
Me And My Broken Heart;Push Baby;2:58;https://youtu.be/2W3qfk6lWu8?t=28;https://youtu.be/OcYYKHVN0MQ?t=28;me_and_my_broken_heart;2015;2;2;10
Mi Gente;J. Balvin, Willy William;3:09;https://youtu.be/dM5AqfTL6ys;null;mi_gente;2017;3;2;12
Million Dollar Baby;Ava Max;2:53;https://youtu.be/vFv8ciebu8Y?t=17;https://youtu.be/zUdWKYgKtLo?t=17;million_dollar_baby;2023;1;1;9
Miraculous;Lou and Lenni-Kim;2:35;https://youtu.be/y1HgpUlCadY?t=15;https://youtu.be/Ig9UZk12mis?t=15;miraculous;+;2;1;11
Miss Understood;Sammie;3:39;https://youtu.be/0KuUIRL2LxU;null;miss_understood;2014;1;2;12
Mister;Kara;3:06;https://youtu.be/WWm68TL0GzY?t=17;https://youtu.be/Xf3R91Cei40?t=17;mister;wii;1;2;10
Mite Mite☆Kotchitchi ;ももいろクローバーZ;3:42;https://youtu.be/cl5aLjvJ01E?t=4;https://youtu.be/933fKLmpH5A?t=4;mite_mite;wiiu;1;2;9
Miłość w Zakopanem;Sławomir;3:06;https://youtu.be/YkLQRBz6tSg?t=16;https://youtu.be/1zWsASSn1g0?t=16;milosc_w_zakopanem;2019;1;2;10
Money;LISA;2:50;https://youtu.be/KpRnvGeSTe0;null;money_alt;fanmade;1;3;12
Monster;Exo;3:41;https://youtu.be/tW7HAcYjLIw;null;monster;2021;3;3;12
Montero (Call Me By Your Name);Lil Nas X;3:03;https://youtu.be/41LEbcT2Wd8;null;montero_call_me_by_your_name;2021;1;2;12
Mood;24kGoldn ft. Iann Dior;2:08;https://youtu.be/mK3Hl1xqjwg?t=10;https://youtu.be/R-BBhYppWkQ?t=10;mood;2022;2;1;10
More;KD/A;3:20;https://youtu.be/YvZBxw2E8fc?t=20;https://youtu.be/FcTmCXwTHQ8?t=20;more;2023;4;4;10
More (Seraphine Version);KD/A;3:25;https://youtu.be/Tcrci5Y5gZ4?t=25;https://youtu.be/tSmz5ys773w?t=25;more_seraphine_version;2023;1;2;11
Moskau;Dschinghis Khan;3:13;https://youtu.be/kaLiRDDjvdMv=mkHpqk4J3s4;https://www.youtube.com/watch?v=mkHpqk4J3s4;moskau;2014;2;2;10
Move Your Feet;Junior Senior;2:56;https://youtu.be/JA39mdTV6NE?t=16;https://youtu.be/qNsZksQf9p4?t=16;move_your_feet;2;1;1;9
Moves Like Jagger;Maroon 5 ft. Christina Aguilera;3:32;https://youtu.be/Nc9iPEdpVeY;https://youtu.be/rE7q1uhj4g4;moves_like_jagger;4;1;2;2
Mr. Blue Sky;Electric Light Orchestra;3:30;https://youtu.be/jKhtI1yJCZE?t=3;https://youtu.be/PeMdCDUgpls?t=3;mr_blue_sky;2022;1;1;0
Mr. Saxobeat;Alexandra Stan;3:18;https://youtu.be/2UUAjnaC-_Yv=Fy-aGKxpXec;https://www.youtube.com/watch?v=Fy-aGKxpXec;mr_saxobeat;4;1;1;0
Murder on the Dancefloor;Sophie Ellis-Bextor ;4:43;https://youtu.be/fLDEKpgc08Q;null;murder_on_the_dancefloor;2024;2;3;12
My New Swag;VAVA ft. Ty & Nina Wang;3:17;https://youtu.be/D7GmIIMxQig?t=11;https://youtu.be/4gHc9fHGgqY?t=11;my_new_swag;2020;1;3;4
Nails, Hair, Hips, Heels;Todrick Hall;3:45;https://youtu.be/PepvTKWmVyIv=iY6PO8OcUJQ;https://www.youtube.com/watch?v=iY6PO8OcUJQ;nails_hair_hips_heels;2022;1;4;8
Napal Baji (나팔바지);PSY;3:37;https://youtu.be/g94elPMfXF0?t=30;https://youtu.be/d8QlbnQMYr4?t=30;napal_baji;fanmade;1;2;6
Narco;Blasterjaxx & Timmy Trumpet;3:20;https://youtu.be/kQ7GnQ72ge0v=RtScqbB99Q8;https://www.youtube.com/watch?v=RtScqbB99Q8;narco;2019;1;2;10
Never Gonna Give You Up;Rick Astly;3:20;https://youtu.be/eaQTNfPB_14v=di14EZRpMVo;https://www.youtube.com/watch?v=di14EZRpMVo;never_gonna_give_you_up;4;1;1;4
Never be like you;Flume ft. Kai;4:43;https://youtu.be/MCcM012rjss;null;never_be_like_you;2023;1;3;12
New Face;Psy;3:03;https://youtu.be/C4YnF5VJncs?t=11;https://youtu.be/HhrfHE4toBM?t=11;new_face;2018;3;2;9
New Rules (Extreme Version);Dua Lipa;3:25;https://youtu.be/xdxT273IGoY?t=17;https://youtu.be/pWuTT2Sodlw&start=17;new_rules_extreme;2019;1;4;1
New World;Krewella & Yellow Claw ft. Vava;2:34;https://youtu.be/7lBNRBUoE_4?t=5;https://youtu.be/8h1Ox0YmEAc?t=5;new_world;2019;1;3;10
New World(Extreme);Vava,Krewella,Yellow Claw;2:51;https://youtu.be/z-_y8yFHvOc;null;new_worldextreme;2020;1;4;12
Ninja Re Bang Bang;Kyary Pamyu Pamyu;4:20;https://youtu.be/q8n6zs_NKv8?t=12;https://youtu.be/bEPQLcMjD2w?t=12;ninja_re_bang_bang;wiiu;1;3;10
Nitro Bot;Sentai Express;3:09;https://youtu.be/ZT8PLRVS5oYv=ulxcU4RoWrE;https://www.youtube.com/watch?v=ulxcU4RoWrE;nitro_bot;2014;2;1;11
No Control;One Direction;3:15;https://youtu.be/6R5-G3K7YFY?t=7;https://youtu.be/cuwiUWfbcHQ?t=7;no_control;2016;4;1;10
No Lie;Sean Paul ft. Dua Lipa;3:34;https://youtu.be/hRSi5igY1ac?t=19;https://youtu.be/p2Z09-LSgXU?t=19;no_lie;unlimited;2;2;11
No Tears Left To Cry;Ariana Grande;3:31;https://youtu.be/veycxRO31bE;null;no_tears_left_to_cry;2019;1;1;12
Numb;Linkin Park;3:08;https://youtu.be/A9iTRKxvUnw?t=11;https://youtu.be/tBxjS3a2-VU?t=11;numb;2023;1;3;11
OMG;Arash ft. Snoop Dogg;3:14;https://youtu.be/Rsy3OkH2Dj8;null;omg;2019;3;3;12
OMG (Extreme);Arash ft. Snoop Dogg;2:51;https://youtu.be/Czm4DXCBkkM?t=6;https://youtu.be/9ZBZCeEvjPo?t=6;omg_extreme;2019;1;4;10
Oh No!;Marina and the Diamonds;2:55;https://youtu.be/ZjjsgveWmQYv=bstoUfqeVn8;https://www.youtube.com/watch?v=bstoUfqeVn8;oh_no;4;1;3;0
Ohla A Explosao;Mc Kevinho;3:13;https://youtu.be/idYykdPCxqQ;null;ohla_a_explosao;fanmade;1;3;12
Oishii Oishii;Wanko Ni Mero Mero;3:14;https://youtu.be/eTLG3r6RZmk;null;oishii_oishii;2017;2;1;12
Old Town Road;Lil Nas X ft. Billy Ray Cyrus;2:35;https://youtu.be/psfvHkA8auU?t=9;https://youtu.be/macKpa8Uv5A?t=9;old_town_road;2020;1;1;10
On The Floor;Jennifer Lopez ft. Pitbull;3:42;https://youtu.be/VhPXKJ8n_jwv=LGlrLym9OgE&?t=30s;https://www.youtube.com/watch?v=LGlrLym9OgE&t=30s;on_the_floor;4;1;1;0
One Kiss;Calvin Harris, Dua Lipa;3:30;https://youtu.be/WCt_blD5dm0v=6vC4br2h4yo&star?t=13;https://www.youtube.com/watch?v=6vC4br2h4yo&start=13;one_kiss;2019;1;2;7
One Thing;One Direction;3:17;https://youtu.be/lb-gKHS8o1g;null;one_thing;4;2;1;12
Only Girl (In The World);Rihanna;3:17;https://youtu.be/sBpOBjh5ISEv=dKR8rIh7aQQ&?t=8;https://www.youtube.com/watch?v=dKR8rIh7aQQ&t=8;only_girl_in_the_world;3;1;2;10
Otonablue;Atarashii Gakko;3:08;https://youtu.be/OXlvFwsgksU;null;otonablue;2024;4;2;12
PON PON PON;Kyary Pamyu Pamyu;4:00;https://youtu.be/pgx6Q-VgJ1M?t=15;https://youtu.be/YuRKqtqjFgw?t=15;pon_pon_pon;wii2;1;2;9
POP STAR (カバー);Ken Hirai;4:25;https://youtu.be/pBdS9-e0ZHE?t=24;https://youtu.be/eWnFyMjoPwA?t=24;pop_star;wii2;2;2;11
POP/STARS;K/DA;3:08;https://youtu.be/rL0Q0YXv3y4?t=8;https://youtu.be/j9a8t3MSgMo?t=8;POPSTARS;2022;4;4;0
Paca Dance;The Just Dance Band;2:42;https://youtu.be/jSHzzO2f5nsv=35pVGJUkLBg;https://www.youtube.com/watch?v=35pVGJUkLBg;paca_dance;2021;2;1;10
Panini;Lil Nas X;2:43;https://youtu.be/eLUF5KJnGn8?t=21;https://youtu.be/AQGR4kBIJ8w?t=21;panini;unlimited;1;2;11
Papaoutai;Stromae;3:26;https://youtu.be/f0fqrf3w2kg?t=8;https://youtu.be/cfYzSjSg-J0?t=8;papaoutai;2015;2;2;9
Papaoutai (African Dance);Stormae;3:26;https://youtu.be/ofFjFJjyvkQ?t=13;https://youtu.be/6BnyoJJ0ikI?t=13;papaoutai_african_dance;2015;1;3;11
Paparazzi;Lady Gaga;4:16;https://youtu.be/_pR8byDl2Rg;null;paparazzi;2024;1;2;12
Part of Me;Katy Perry;3:26;https://youtu.be/eXKOWD7Npkw?t=18;https://youtu.be/-tZ2cKHH44M?t=18;part_of_me;4;1;1;10
Party Rock Anthem;LMFAO;4:04;https://youtu.be/xW0kurCSUtE?t=13;https://youtu.be/LxVosoykKR4?t=13;party_rock_anthem;3;1;2;6
Pata Pata;Miriam Makeba;3:20;https://youtu.be/y0RfdpeQIcE?t=24;https://youtu.be/aogNWORL_j0?t=24;pata_pata;3;2;1;11
Peanut Butter Jelly;Galantis;3:12;https://youtu.be/dsWV6a_EFvo?t=25;https://youtu.be/SrKUsNWXZ2Y?t=25;peanut_butter_jelly;2020;3;2;9
Penguin’s Game;Gelato;2:19;https://youtu.be/2AGDzm1jDQE?t=11;https://youtu.be/43ltlqVmgK4?t=11;penguin_game;china_or_something_idk;1;1;10
Pepas;Farruko;5:00;https://youtu.be/r-WHpJzqXIkv=q5kjSYFHN04&?t=26s;https://www.youtube.com/watch?v=q5kjSYFHN04&t=26s;pepas;fanmade;1;3;5
Physical;Dua Lipa;3:06;https://youtu.be/LZDzrQ-5Z1o?t=12;https://youtu.be/MOUKKJBDMtA?t=12;physical;2023;1;1;11
Physical (Extreme);Dua Lipa;3:09;https://youtu.be/BgvUTk9eHpA?t=26;https://youtu.be/o6J2mqlf3mk?t=26;physical_extreme;2023;1;4;10
Pink Venom;BLACKPINK;2:57;https://youtu.be/Um6Nk0gu9I8?t=24;https://youtu.be/0j5fjMVAT_g?t=24;pink_venom;2023;1;4;10
PoPiPo;Hatsune Miku;2:56;https://youtu.be/lzL8NKs7ubQ;https://youtu.be/SQmZYWueRCg;popipo;2017;3;1;9
Poker Face;Lady Gaga;3:20;https://youtu.be/3lSktx5_mQo?t=7;https://youtu.be/HJ4SQM8X6HY?t=7;poker_face;fanmade;1;2;8
Pon de Replay;Rihanna;3:36;https://youtu.be/ymqXNbNLzGk;null;pon_de_replay;2;1;2;12
Poster Girl;Zara Larsson;2:57;https://youtu.be/l7T6NVp54Nw;null;poster_girl;2022;1;2;12
Pound the Alarm;Nicky Minaj;3:35;https://youtu.be/ahNKe14-EMI;null;pound_the_alarm;2014;4;2;12
Price Tag;Jessie J ft. B.o.B;3:40;https://youtu.be/4QUW7VZnjkQv=v4NJh-AtM48;https://www.youtube.com/watch?v=v4NJh-AtM48;price_tag;3;1;1;9
Primadonna;Marina ;3:44;https://youtu.be/hQSOfG068I0?t=19;https://youtu.be/4Ti5uLjxmgk?t=19;primadonna;4;1;1;11
Princess (Wang Fei);Jam Hsiao;3:41;https://youtu.be/2_mm_uq1Osg;null;princess_wang_fei;2022;1;2;12
Problem;Ariana Grande;3:11;https://youtu.be/hV6leWFBIRcv=BWDrZ5J9Qzo;https://www.youtube.com/watch?v=BWDrZ5J9Qzo;problem;2015;1;2;0
Promiscuous;Nelly Furtado ft. Timbaland;3:55;https://youtu.be/3qY3wPgqgUs?t=19;https://youtu.be/AgPlBSMqGzw?t=19;promiscuous;3;2;1;11
Provenza;Karol G;3:33;https://youtu.be/quxIlBvir9k;null;provenza;2022;2;2;12
Psycho (Extreme);Red Velvet;3:23;https://youtu.be/gWH1dYu0YVI?t=9;https://youtu.be/Rc18IwYzAT8?t=9;psycho_extreme;2023;3;4;11
Psycho (alternate);Red Velvet;3:13;https://youtu.be/NTswofbSZ0wv=AfIw265bJLU;https://www.youtube.com/watch?v=AfIw265bJLU;psycho_alternate;2023;1;1;9
Pump It;The Black Eyed Peas;4:33;https://youtu.be/BjPtsssAFEkv=RxOKsZim_kQ&?t=10s;https://www.youtube.com/watch?v=RxOKsZim_kQ&t=10s;pump_it;3;1;3;0
Pump Up The Volume;M|A|R|R|S;3:56;https://youtu.be/Bp6ptMKDds4;null;pump_up_the_volume;2;1;1;12
Pump Up the Jam;Technotronic;3:41;https://youtu.be/MEkgmAF1K14?t=14;https://youtu.be/SD-nGMyU514?t=14;pump_up_the_jam;1;1;1;11
Rain Over Me;Pitbull ft. Marc Anthony;3:20;https://youtu.be/aWlxcr4wWHM?t=12;https://youtu.be/RkJNiqH49uc?t=12;rain_over_me;2020;1;1;11
Rain Over Me (Extreme Version);Pitbull - Rain Over Me ft. Marc Anthony;3:38;https://youtu.be/1Tcyg_DrkK8;null;rain_over_me_extreme_version;2020;1;4;12
Rainbow Beats;Yi Yan, Zhao Fang Jing, Suika Kune & Feizaojun;3:26;https://youtu.be/SKPzWMdabgk?t=20;https://youtu.be/bXVa9TJQ9Ow?t=20;rainbow_beats;unlimited;2;3;10
Rapper's Delight;The Sugarhill Gang;3:01;https://youtu.be/evjRhXcRp8Y;null;rappers_delight;2024;1;2;12
Rare (Fairy Version);Selena Gomez;3:40;https://youtu.be/eyu8Rf6E4UQ;null;rare_fairy_version;2021;1;1;12
Rasputin;Boney M.;4:14;https://youtu.be/DDCsicT5FuIv=NJh5idlanrc;https://www.youtube.com/watch?v=NJh5idlanrc;rasputin;2;1;3;0
Rather Be;Clean Bandit ft. Jess Glynne;3:34;https://youtu.be/rTZ-6_aHZOM?t=17;https://youtu.be/wSwRl6e-aGw?t=17;rather_be;2023;1;3;10
Rave in the Grave;AronChupa ft. Little Sis Nora;2:26;https://youtu.be/nzR5uWJbnmE?t=15;https://youtu.be/VyQ9uu9Ykdc?t=15;rave_in_the_grave;2019;4;2;10
Rhythm of the Night;Corona;3:22;https://youtu.be/frYuqwis6Eov=Pdx8Fnx0NFY;https://www.youtube.com/watch?v=Pdx8Fnx0NFY;rhythm_of_the_night;2019;1;1;11
Rich Girl;Gwen Stefani;4:23;https://youtu.be/40d4AWN499U;null;rich_girl;2014;1;1;12
Ring My Bell;Anita Ward;3:12;https://youtu.be/MSSszBOaZV0?t=16;https://youtu.be/ebklGQrCh3s?t=16;ring_my_bell;1;1;1;9
Roar;Katy Perry;3:34;https://youtu.be/nbTVN9VOlfA?t=15;https://youtu.be/46RaAFzWrmo?t=15;roar;2014;1;2;10
Rock Lobster;The B-52's;3:46;https://youtu.be/VJVfpXg8j74;https://youtu.be/eeWRWEXxAac&t=8s;rock_lobster;4;2;2;8
Rock N Roll;Avril Lavigne;3:19;https://youtu.be/dfaSKbox-Ogv=mkGPGDd12VA;https://www.youtube.com/watch?v=mkGPGDd12VA;rock_n_roll;2014;1;1;11
Rock With You;Michael Jackson;3:22;https://youtu.be/W4WusssvmeE?t=10;https://youtu.be/AfwPNIGM5j0?t=10;rock_with_you;mje;1;1;11
Rock Your Body;Justin Timberlake;4:20;https://youtu.be/X56nSAzUBb0?t=15;https://youtu.be/Hx3cXzQWX6c?t=15;rock_your_body;2022;1;2;10
Rock n’ Roll (Will Take You to the Mountain);Skrillex;3:37;https://youtu.be/dNCCf1cfLa8v=fB_OhfKahgA;https://www.youtube.com/watch?v=fB_OhfKahgA;rock_n'_roll_(will_take_you_to_the_mountain);4;1;2;0
Rockabye;Clean Bandit ft. Sean Paul and Anne-Marie;3:30;https://youtu.be/NrirxULMDEo?t=1;https://youtu.be/7zoZ0Vly1Dg?t=1;rockabye;2018;2;1;10
Run The Show (Extreme Version);Kat DeLuna ft. Busta Rhymes;3:34;https://youtu.be/ZeqUfffFx2s;null;run_the_show_extreme_version;4;1;4;12
Run The World;Beyonce;3:59;https://youtu.be/B65UdLX5UoE;null;run_the_world;2022;1;4;12
Run the Show;Kat DeLuna ft. Busta Rhymes;3:26;https://youtu.be/1RXzCgkVY_M?t=2;https://youtu.be/MJTEt4aPhFQ?t=2;run_the_show;4;2;3;1
Runaway (U & I);Galantis;3:48;https://youtu.be/9cijYgoyqVQ?t=4;https://youtu.be/60ziaw-Xvc4?t=4;runaway;2021;2;1;11
